timestamp=time,id=1
timestamp=2.418060,223=1
timestamp=2.418309,B4=1
timestamp=2.418665,25=1
timestamp=2.419415,22=1
timestamp=2.419639,23=1
timestamp=2.423885,B0=1
timestamp=2.424131,224=1
timestamp=2.424339,B2=1
timestamp=2.426423,2D0=1
timestamp=2.429841,20=1
timestamp=2.430109,B4=1
timestamp=2.430671,25=1
timestamp=2.431429,22=1
timestamp=2.431653,23=1
timestamp=2.434597,2C1=1
timestamp=2.435905,B0=1
timestamp=2.436155,3B2=1
timestamp=2.436364,B2=1
timestamp=2.436648,2C4=1
timestamp=2.441786,2C6=1
timestamp=2.441942,20=1
timestamp=2.442186,223=1
timestamp=2.442434,B4=1
timestamp=2.442672,25=1
timestamp=2.443542,22=1
timestamp=2.443765,23=1
timestamp=2.447974,B0=1
timestamp=2.448220,224=1
timestamp=2.448429,B2=1
timestamp=2.450971,340=1
timestamp=2.453922,20=1
timestamp=2.454191,B4=1
timestamp=2.454685,25=1
timestamp=2.455515,22=1
timestamp=2.455737,23=1
timestamp=2.458173,2D0=1
timestamp=2.460033,B0=1
timestamp=2.460271,2C4=1
timestamp=2.460479,B2=1
timestamp=2.460629,320=1
timestamp=2.463175,526=1
timestamp=2.466045,20=1
timestamp=2.466289,223=1
timestamp=2.466537,B4=1
timestamp=2.466770,25=1
timestamp=2.467002,2C1=1
timestamp=2.467636,22=1
timestamp=2.467860,23=1
timestamp=2.472186,B0=1
timestamp=2.472432,224=1
timestamp=2.472640,B2=1
timestamp=2.473518,2C6=1
timestamp=2.478136,20=1
timestamp=2.478404,B4=1
timestamp=2.478686,25=1
timestamp=2.479732,22=1
timestamp=2.479954,23=1
timestamp=2.483748,2C4=1
timestamp=2.484240,B0=1
timestamp=2.484470,B2=1
timestamp=2.489904,2D0=1
timestamp=2.490182,20=1
timestamp=2.490426,223=1
timestamp=2.490674,B4=1
timestamp=2.490907,25=1
timestamp=2.491777,22=1
timestamp=2.492001,23=1
timestamp=2.496426,B0=1
timestamp=2.496674,224=1
timestamp=2.496883,B2=1
timestamp=2.497109,57F=1
timestamp=2.498077,2C1=1
timestamp=2.499101,340=1
timestamp=2.502375,20=1
timestamp=2.502643,B4=1
timestamp=2.502881,25=1
timestamp=2.503973,22=1
timestamp=2.504197,23=1
timestamp=2.505270,2C6=1
timestamp=2.506160,5B8=1
timestamp=2.507306,2C4=1
timestamp=2.508454,B0=1
timestamp=2.508604,320=1
timestamp=2.508812,B2=1
timestamp=2.509059,4CE=1
timestamp=2.514446,20=1
timestamp=2.514690,223=1
timestamp=2.514922,25=1
timestamp=2.515170,B4=1
timestamp=2.516036,22=1
timestamp=2.516259,23=1
timestamp=2.520506,B0=1
timestamp=2.520754,224=1
timestamp=2.520963,B2=1
timestamp=2.521657,2D0=1
timestamp=2.525591,4C6=1
timestamp=2.526465,20=1
timestamp=2.526733,B4=1
timestamp=2.526965,25=1
timestamp=2.528057,22=1
timestamp=2.528281,23=1
timestamp=2.529829,2C1=1
timestamp=2.530847,2C4=1
timestamp=2.532549,B0=1
timestamp=2.532776,B2=1
timestamp=2.536997,2C6=1
timestamp=2.537673,4C7=1
timestamp=2.538529,20=1
timestamp=2.538773,223=1
timestamp=2.539022,B4=1
timestamp=2.539254,25=1
timestamp=2.540116,22=1
timestamp=2.540338,23=1
timestamp=2.544598,B0=1
timestamp=2.544846,224=1
timestamp=2.545054,B2=1
timestamp=2.547214,340=1
timestamp=2.550558,20=1
timestamp=2.550826,B4=1
timestamp=2.551058,25=1
timestamp=2.552148,22=1
timestamp=2.552370,23=1
timestamp=2.553384,2D0=1
timestamp=2.554410,2C4=1
timestamp=2.556624,B0=1
timestamp=2.556774,320=1
timestamp=2.556983,B2=1
timestamp=2.561452,52C=1
timestamp=2.561687,2C1=1
timestamp=2.562573,20=1
timestamp=2.562817,223=1
timestamp=2.563049,25=1
timestamp=2.563297,B4=1
timestamp=2.564161,22=1
timestamp=2.564385,23=1
timestamp=2.568661,B0=1
timestamp=2.568909,224=1
timestamp=2.569117,B2=1
timestamp=2.569362,2C6=1
timestamp=2.574627,20=1
timestamp=2.574895,B4=1
timestamp=2.575127,25=1
timestamp=2.576219,22=1
timestamp=2.576443,23=1
timestamp=2.577877,5C8=1
timestamp=2.578118,2C4=1
timestamp=2.580731,B0=1
timestamp=2.580958,B2=1
timestamp=2.581970,5D2=1
timestamp=2.585138,2D0=1
timestamp=2.585272,5F8=1
timestamp=2.586698,20=1
timestamp=2.586942,223=1
timestamp=2.587174,25=1
timestamp=2.587422,B4=1
timestamp=2.587553,5CD=1
timestamp=2.588299,22=1
timestamp=2.588521,23=1
timestamp=2.592772,B0=1
timestamp=2.593021,224=1
timestamp=2.593229,B2=1
timestamp=2.593465,2C1=1
timestamp=2.595349,340=1
timestamp=2.598737,20=1
timestamp=2.599005,B4=1
timestamp=2.599237,25=1
timestamp=2.600329,22=1
timestamp=2.600551,23=1
timestamp=2.600795,2C6=1
timestamp=2.601516,2C4=1
timestamp=2.604839,B0=1
timestamp=2.604990,320=1
timestamp=2.605198,B2=1
timestamp=2.610799,20=1
timestamp=2.611043,223=1
timestamp=2.611292,B4=1
timestamp=2.611524,25=1
timestamp=2.612396,22=1
timestamp=2.612618,23=1
timestamp=2.616866,2D0=1
timestamp=2.617076,B0=1
timestamp=2.617324,224=1
timestamp=2.617532,B2=1
timestamp=2.622820,20=1
timestamp=2.623088,B4=1
timestamp=2.623780,25=1
timestamp=2.624412,22=1
timestamp=2.624636,23=1
timestamp=2.625053,2C1=1
timestamp=2.625289,2C4=1
timestamp=2.628908,B0=1
timestamp=2.629135,B2=1
timestamp=2.632231,2C6=1
timestamp=2.634872,20=1
timestamp=2.635117,223=1
timestamp=2.635365,B4=1
timestamp=2.635751,25=1
timestamp=2.636461,22=1
timestamp=2.636683,23=1
timestamp=2.640943,B0=1
timestamp=2.641191,224=1
timestamp=2.641399,B2=1
timestamp=2.643459,340=1
timestamp=2.646895,20=1
timestamp=2.647163,B4=1
timestamp=2.647759,25=1
timestamp=2.648491,22=1
timestamp=2.648713,23=1
timestamp=2.648954,2C4=1
timestamp=2.649204,2D0=1
timestamp=2.652986,B0=1
timestamp=2.653136,320=1
timestamp=2.653344,B2=1
timestamp=2.656792,2C1=1
timestamp=2.658946,20=1
timestamp=2.659190,223=1
timestamp=2.659438,B4=1
timestamp=2.659756,25=1
timestamp=2.660119,56F=1
timestamp=2.660307,583=1
timestamp=2.660557,22=1
timestamp=2.660781,23=1
timestamp=2.663959,2C6=1
timestamp=2.665037,B0=1
timestamp=2.665285,224=1
timestamp=2.665493,B2=1
timestamp=2.670995,20=1
timestamp=2.671263,B4=1
timestamp=2.671755,25=1
timestamp=2.672141,2C4=1
timestamp=2.672593,22=1
timestamp=2.672818,23=1
timestamp=2.677083,B0=1
timestamp=2.677309,B2=1
timestamp=2.680347,2D0=1
timestamp=2.683055,20=1
timestamp=2.683299,223=1
timestamp=2.683547,B4=1
timestamp=2.683780,25=1
timestamp=2.684654,22=1
timestamp=2.684878,23=1
timestamp=2.688522,2C1=1
timestamp=2.689146,B0=1
timestamp=2.689394,224=1
timestamp=2.689602,B2=1
timestamp=2.691592,340=1
timestamp=2.695118,20=1
timestamp=2.695386,B4=1
timestamp=2.695702,2C4=1
timestamp=2.695934,25=1
timestamp=2.696179,2C6=1
timestamp=2.696713,22=1
timestamp=2.696937,23=1
timestamp=2.701210,B0=1
timestamp=2.701361,320=1
timestamp=2.701569,B2=1
timestamp=2.701755,5D5=1
timestamp=2.707173,20=1
timestamp=2.707417,223=1
timestamp=2.707665,B4=1
timestamp=2.707897,25=1
timestamp=2.708775,22=1
timestamp=2.708997,23=1
timestamp=2.712097,2D0=1
timestamp=2.713371,B0=1
timestamp=2.713619,224=1
timestamp=2.713828,B2=1
timestamp=2.714014,591=1
timestamp=2.719242,2C4=1
timestamp=2.719398,20=1
timestamp=2.719672,B4=1
timestamp=2.719904,25=1
timestamp=2.720270,2C1=1
timestamp=2.720419,520=1
timestamp=2.720989,22=1
timestamp=2.721213,23=1
timestamp=2.725416,B0=1
timestamp=2.725642,B2=1
timestamp=2.727438,2C6=1
timestamp=2.731366,20=1
timestamp=2.731610,223=1
timestamp=2.731843,25=1
timestamp=2.732091,B4=1
timestamp=2.732961,22=1
timestamp=2.733185,23=1
timestamp=2.737432,B0=1
timestamp=2.737680,224=1
timestamp=2.737889,B2=1
timestamp=2.738139,3B2=1
timestamp=2.739705,340=1
timestamp=2.742803,2C4=1
timestamp=2.743385,20=1
timestamp=2.743653,B4=1
timestamp=2.743889,25=1
timestamp=2.744139,2D0=1
timestamp=2.744977,22=1
timestamp=2.745202,23=1
timestamp=2.749471,B0=1
timestamp=2.749621,320=1
timestamp=2.749830,B2=1
timestamp=2.752002,2C1=1
timestamp=2.755431,20=1
timestamp=2.755676,223=1
timestamp=2.755924,B4=1
timestamp=2.756156,25=1
timestamp=2.757026,22=1
timestamp=2.757250,23=1
timestamp=2.759192,2C6=1
timestamp=2.761514,B0=1
timestamp=2.761762,224=1
timestamp=2.761970,B2=1
timestamp=2.766340,2C4=1
timestamp=2.767494,20=1
timestamp=2.767762,B4=1
timestamp=2.767994,25=1
timestamp=2.769080,22=1
timestamp=2.769304,23=1
timestamp=2.773576,B0=1
timestamp=2.773802,B2=1
timestamp=2.775580,2D0=1
timestamp=2.779522,20=1
timestamp=2.779766,223=1
timestamp=2.779998,25=1
timestamp=2.780246,B4=1
timestamp=2.781112,22=1
timestamp=2.781336,23=1
timestamp=2.783756,2C1=1
timestamp=2.785610,B0=1
timestamp=2.785858,224=1
timestamp=2.786067,B2=1
timestamp=2.787841,340=1
timestamp=2.789901,2C4=1
timestamp=2.790921,2C6=1
timestamp=2.791569,20=1
timestamp=2.791837,B4=1
timestamp=2.792069,25=1
timestamp=2.793165,22=1
timestamp=2.793389,23=1
timestamp=2.797661,B0=1
timestamp=2.797811,320=1
timestamp=2.798019,B2=1
timestamp=2.803647,20=1
timestamp=2.803891,223=1
timestamp=2.804123,25=1
timestamp=2.804371,B4=1
timestamp=2.805243,22=1
timestamp=2.805468,23=1
timestamp=2.807307,2D0=1
timestamp=2.809737,B0=1
timestamp=2.809985,224=1
timestamp=2.810194,B2=1
timestamp=2.813442,2C4=1
timestamp=2.815482,2C1=1
timestamp=2.815692,20=1
timestamp=2.815936,4C3=1
timestamp=2.816168,25=1
timestamp=2.816416,B4=1
timestamp=2.817290,22=1
timestamp=2.817513,23=1
timestamp=2.821764,B0=1
timestamp=2.821990,B2=1
timestamp=2.822670,2C6=1
timestamp=2.827750,20=1
timestamp=2.827994,223=1
timestamp=2.828226,25=1
timestamp=2.828475,B4=1
timestamp=2.829345,22=1
timestamp=2.829567,23=1
timestamp=2.833812,B0=1
timestamp=2.834061,224=1
timestamp=2.834269,B2=1
timestamp=2.835951,340=1
timestamp=2.837001,2C4=1
timestamp=2.839059,2D0=1
timestamp=2.839761,20=1
timestamp=2.840029,B4=1
timestamp=2.840262,25=1
timestamp=2.841361,22=1
timestamp=2.841584,23=1
timestamp=2.845851,B0=1
timestamp=2.846001,320=1
timestamp=2.846210,B2=1
timestamp=2.847232,2C1=1
timestamp=2.851803,20=1
timestamp=2.852047,223=1
timestamp=2.852280,25=1
timestamp=2.852528,B4=1
timestamp=2.853402,22=1
timestamp=2.853624,23=1
timestamp=2.854412,2C6=1
timestamp=2.857862,B0=1
timestamp=2.858108,224=1
timestamp=2.858316,B2=1
timestamp=2.860536,2C4=1
timestamp=2.863818,20=1
timestamp=2.864086,B4=1
timestamp=2.864318,25=1
timestamp=2.865406,22=1
timestamp=2.865630,23=1
timestamp=2.869902,B0=1
timestamp=2.870128,B2=1
timestamp=2.870790,2D0=1
timestamp=2.875844,20=1
timestamp=2.876088,223=1
timestamp=2.876336,B4=1
timestamp=2.876568,25=1
timestamp=2.877434,22=1
timestamp=2.877657,23=1
timestamp=2.878965,2C1=1
timestamp=2.881932,B0=1
timestamp=2.882181,224=1
timestamp=2.882389,B2=1
timestamp=2.884101,2C4=1
timestamp=2.884325,340=1
timestamp=2.886155,2C6=1
timestamp=2.887917,20=1
timestamp=2.888185,B4=1
timestamp=2.888836,25=1
timestamp=2.889515,22=1
timestamp=2.889740,23=1
timestamp=2.894007,B0=1
timestamp=2.894157,320=1
timestamp=2.894366,B2=1
timestamp=2.899969,20=1
timestamp=2.900213,223=1
timestamp=2.900462,B4=1
timestamp=2.900824,25=1
timestamp=2.901570,22=1
timestamp=2.901794,23=1
timestamp=2.902556,2D0=1
timestamp=2.906032,B0=1
timestamp=2.906280,224=1
timestamp=2.906488,B2=1
timestamp=2.907638,2C4=1
timestamp=2.910716,2C1=1
timestamp=2.912042,20=1
timestamp=2.912310,B4=1
timestamp=2.912837,25=1
timestamp=2.913630,22=1
timestamp=2.913855,23=1
timestamp=2.917882,2C6=1
timestamp=2.918154,B0=1
timestamp=2.918381,B2=1
timestamp=2.924158,20=1
timestamp=2.924402,223=1
timestamp=2.924650,B4=1
timestamp=2.924885,25=1
timestamp=2.925755,22=1
timestamp=2.925979,23=1
timestamp=2.930318,B0=1
timestamp=2.930567,224=1
timestamp=2.930775,B2=1
timestamp=2.931199,2C4=1
timestamp=2.932195,340=1
timestamp=2.934271,2D0=1
timestamp=2.936321,20=1
timestamp=2.936589,B4=1
timestamp=2.936855,25=1
timestamp=2.937909,22=1
timestamp=2.938134,23=1
timestamp=2.942411,B0=1
timestamp=2.942643,2C1=1
timestamp=2.942851,B2=1
timestamp=2.943002,320=1
timestamp=2.948385,20=1
timestamp=2.948629,223=1
timestamp=2.948878,B4=1
timestamp=2.949110,25=1
timestamp=2.949658,2C6=1
timestamp=2.949974,22=1
timestamp=2.950196,23=1
timestamp=2.954524,B0=1
timestamp=2.954772,224=1
timestamp=2.954980,B2=1
timestamp=2.955220,2C4=1
timestamp=2.960478,20=1
timestamp=2.960746,B4=1
timestamp=2.960978,25=1
timestamp=2.962076,22=1
timestamp=2.962300,23=1
timestamp=2.962836,526=1
timestamp=2.966020,2D0=1
timestamp=2.966588,B0=1
timestamp=2.966817,B2=1
timestamp=2.972590,20=1
timestamp=2.972834,223=1
timestamp=2.973067,25=1
timestamp=2.973315,B4=1
timestamp=2.974189,22=1
timestamp=2.974413,23=1
timestamp=2.974645,2C1=1
timestamp=2.978295,2C4=1
timestamp=2.978699,B0=1
timestamp=2.978947,224=1
timestamp=2.979155,B2=1
timestamp=2.980332,340=1
timestamp=2.981364,2C6=1
timestamp=2.984708,20=1
timestamp=2.984976,B4=1
timestamp=2.985208,25=1
timestamp=2.986302,22=1
timestamp=2.986526,23=1
timestamp=2.990794,B0=1
timestamp=2.990944,320=1
timestamp=2.991152,B2=1
timestamp=2.996753,20=1
timestamp=2.996998,223=1
timestamp=2.997230,25=1
timestamp=2.997478,B4=1
timestamp=2.997750,2D0=1
timestamp=2.998344,22=1
timestamp=2.998568,23=1
timestamp=3.001832,2C4=1
timestamp=3.002842,B0=1
timestamp=3.003091,224=1
timestamp=3.003299,B2=1
timestamp=3.005929,2C1=1
timestamp=3.008827,20=1
timestamp=3.009095,B4=1
timestamp=3.009327,25=1
timestamp=3.010415,22=1
timestamp=3.010639,23=1
timestamp=3.013117,2C6=1
timestamp=3.014927,B0=1
timestamp=3.015113,591=1
timestamp=3.015321,B2=1
timestamp=3.020893,20=1
timestamp=3.021137,223=1
timestamp=3.021385,B4=1
timestamp=3.021617,25=1
timestamp=3.022491,22=1
timestamp=3.022716,23=1
timestamp=3.025397,2C4=1
timestamp=3.026985,B0=1
timestamp=3.027234,224=1
timestamp=3.027442,B2=1
timestamp=3.028442,340=1
timestamp=3.029504,2D0=1
timestamp=3.032944,20=1
timestamp=3.033212,B4=1
timestamp=3.033444,25=1
timestamp=3.034530,22=1
timestamp=3.034752,23=1
timestamp=3.037680,2C1=1
timestamp=3.039004,B0=1
timestamp=3.039154,320=1
timestamp=3.039363,B2=1
timestamp=3.039613,3B2=1
timestamp=3.040573,57A=1
timestamp=3.044845,2C6=1
timestamp=3.045001,20=1
timestamp=3.045245,223=1
timestamp=3.045493,B4=1
timestamp=3.045891,25=1
timestamp=3.046597,22=1
timestamp=3.046822,23=1
timestamp=3.048932,2C4=1
timestamp=3.051048,B0=1
timestamp=3.051296,224=1
timestamp=3.051504,B2=1
timestamp=3.056997,20=1
timestamp=3.057270,B4=1
timestamp=3.057902,25=1
timestamp=3.058592,22=1
timestamp=3.058816,23=1
timestamp=3.061232,2D0=1
timestamp=3.063100,B0=1
timestamp=3.063326,B2=1
timestamp=3.069081,20=1
timestamp=3.069326,223=1
timestamp=3.069574,B4=1
timestamp=3.069806,2C1=1
timestamp=3.070038,25=1
timestamp=3.070680,22=1
timestamp=3.070904,23=1
timestamp=3.072492,2C4=1
timestamp=3.075186,B0=1
timestamp=3.075434,224=1
timestamp=3.075643,B2=1
timestamp=3.076597,2C6=1
timestamp=3.076821,340=1
timestamp=3.081203,20=1
timestamp=3.081471,B4=1
timestamp=3.081907,25=1
timestamp=3.082791,22=1
timestamp=3.083015,23=1
timestamp=3.084298,56F=1
timestamp=3.087319,B0=1
timestamp=3.087470,320=1
timestamp=3.087678,B2=1
timestamp=3.092987,2D0=1
timestamp=3.093263,20=1
timestamp=3.093508,223=1
timestamp=3.093756,B4=1
timestamp=3.093988,25=1
timestamp=3.094854,22=1
timestamp=3.095076,23=1
timestamp=3.095644,423=1
timestamp=3.096033,2C4=1
timestamp=3.097995,540=1
timestamp=3.099349,B0=1
timestamp=3.099597,224=1
timestamp=3.099805,B2=1
timestamp=3.101159,2C1=1
timestamp=3.105299,20=1
timestamp=3.105567,B4=1
timestamp=3.105913,25=1
timestamp=3.106891,22=1
timestamp=3.107113,23=1
timestamp=3.108325,2C6=1
timestamp=3.111357,B0=1
timestamp=3.111583,B2=1
timestamp=3.116130,56A=1
timestamp=3.117304,20=1
timestamp=3.117548,223=1
timestamp=3.117797,B4=1
timestamp=3.118029,25=1
timestamp=3.118899,22=1
timestamp=3.119123,23=1
timestamp=3.119601,2C4=1
timestamp=3.123373,B0=1
timestamp=3.123621,224=1
timestamp=3.123829,B2=1
timestamp=3.124715,2D0=1
timestamp=3.124939,340=1
timestamp=3.125359,5D5=1
timestamp=3.129329,20=1
timestamp=3.129597,B4=1
timestamp=3.129928,25=1
timestamp=3.130923,22=1
timestamp=3.131148,23=1
timestamp=3.132890,2C1=1
timestamp=3.135393,B0=1
timestamp=3.135544,320=1
timestamp=3.135752,B2=1
timestamp=3.140078,2C6=1
timestamp=3.141372,20=1
timestamp=3.141616,223=1
timestamp=3.141864,B4=1
timestamp=3.142096,25=1
timestamp=3.142972,22=1
timestamp=3.143196,23=1
timestamp=3.143437,2C4=1
timestamp=3.147444,B0=1
timestamp=3.147692,224=1
timestamp=3.147901,B2=1
timestamp=3.151332,4C1=1
timestamp=3.153398,20=1
timestamp=3.153667,B4=1
timestamp=3.153927,25=1
timestamp=3.154989,22=1
timestamp=3.155213,23=1
timestamp=3.156467,2D0=1
timestamp=3.159461,B0=1
timestamp=3.159689,B2=1
timestamp=3.164641,2C1=1
timestamp=3.165437,20=1
timestamp=3.165681,223=1
timestamp=3.165929,B4=1
timestamp=3.166161,25=1
timestamp=3.166687,2C4=1
timestamp=3.167029,22=1
timestamp=3.167252,23=1
timestamp=3.171507,B0=1
timestamp=3.171755,224=1
timestamp=3.171964,B2=1
timestamp=3.172208,2C6=1
timestamp=3.172822,340=1
timestamp=3.177468,20=1
timestamp=3.177736,B4=1
timestamp=3.177968,25=1
timestamp=3.179058,22=1
timestamp=3.179282,23=1
timestamp=3.183554,B0=1
timestamp=3.183704,320=1
timestamp=3.183912,B2=1
timestamp=3.188194,2D0=1
timestamp=3.189496,20=1
timestamp=3.189740,223=1
timestamp=3.189972,25=1
timestamp=3.190220,B4=1
timestamp=3.190461,2C4=1
timestamp=3.191095,22=1
timestamp=3.191317,23=1
timestamp=3.195562,B0=1
timestamp=3.195811,224=1
timestamp=3.196019,B2=1
timestamp=3.196369,2C1=1
timestamp=3.201538,20=1
timestamp=3.201807,B4=1
timestamp=3.202039,25=1
timestamp=3.203137,22=1
timestamp=3.203361,23=1
timestamp=3.203605,2C6=1
timestamp=3.207627,B0=1
timestamp=3.207855,B2=1
timestamp=3.213576,20=1
timestamp=3.213820,223=1
timestamp=3.214069,B4=1
timestamp=3.214301,25=1
timestamp=3.214541,2C4=1
timestamp=3.215177,22=1
timestamp=3.215401,23=1
timestamp=3.219653,B0=1
timestamp=3.219901,224=1
timestamp=3.220109,B2=1
timestamp=3.220359,2D0=1
timestamp=3.220932,340=1
timestamp=3.225617,20=1
timestamp=3.225885,B4=1
timestamp=3.226118,25=1
timestamp=3.227217,22=1
timestamp=3.227440,23=1
timestamp=3.228120,2C1=1
timestamp=3.231711,B0=1
timestamp=3.231862,320=1
timestamp=3.232070,B2=1
timestamp=3.235288,2C6=1
timestamp=3.237330,2C4=1
timestamp=3.237696,20=1
timestamp=3.237940,223=1
timestamp=3.238188,B4=1
timestamp=3.238421,25=1
timestamp=3.239291,22=1
timestamp=3.239513,23=1
timestamp=3.243770,B0=1
timestamp=3.244019,224=1
timestamp=3.244227,B2=1
timestamp=3.249728,20=1
timestamp=3.249996,B4=1
timestamp=3.250229,25=1
timestamp=3.251321,22=1
timestamp=3.251545,23=1
timestamp=3.251795,2D0=1
timestamp=3.255811,B0=1
timestamp=3.256039,B2=1
timestamp=3.259849,2C1=1
timestamp=3.260889,2C4=1
timestamp=3.261755,20=1
timestamp=3.261999,223=1
timestamp=3.262231,25=1
timestamp=3.262479,B4=1
timestamp=3.263349,22=1
timestamp=3.263574,23=1
timestamp=3.267039,2C6=1
timestamp=3.267843,B0=1
timestamp=3.268092,224=1
timestamp=3.268300,B2=1
timestamp=3.269064,340=1
timestamp=3.273796,20=1
timestamp=3.274064,B4=1
timestamp=3.274296,25=1
timestamp=3.275390,22=1
timestamp=3.275614,23=1
timestamp=3.279883,B0=1
timestamp=3.280034,320=1
timestamp=3.280242,B2=1
timestamp=3.283428,2D0=1
timestamp=3.284430,2C4=1
timestamp=3.285844,20=1
timestamp=3.286088,223=1
timestamp=3.286336,B4=1
timestamp=3.286568,25=1
timestamp=3.287432,22=1
timestamp=3.287657,23=1
timestamp=3.289471,5D4=1
timestamp=3.291601,2C1=1
timestamp=3.291937,B0=1
timestamp=3.292185,224=1
timestamp=3.292393,B2=1
timestamp=3.297887,20=1
timestamp=3.298155,B4=1
timestamp=3.298387,25=1
timestamp=3.298767,2C6=1
timestamp=3.299477,22=1
timestamp=3.299699,23=1
timestamp=3.303973,B0=1
timestamp=3.304199,B2=1
timestamp=3.307991,2C4=1
timestamp=3.309941,20=1
timestamp=3.310185,223=1
timestamp=3.310417,25=1
timestamp=3.310665,B4=1
timestamp=3.311535,22=1
timestamp=3.311759,23=1
timestamp=3.315159,2D0=1
timestamp=3.316039,B0=1
timestamp=3.316288,224=1
timestamp=3.316496,B2=1
timestamp=3.316682,591=1
timestamp=3.317176,340=1
timestamp=3.322014,20=1
timestamp=3.322282,B4=1
timestamp=3.322514,25=1
timestamp=3.323330,2C1=1
timestamp=3.323604,22=1
timestamp=3.323829,23=1
timestamp=3.328108,B0=1
timestamp=3.328258,320=1
timestamp=3.328467,B2=1
timestamp=3.330519,2C6=1
timestamp=3.331525,2C4=1
timestamp=3.334051,20=1
timestamp=3.334295,223=1
timestamp=3.334527,25=1
timestamp=3.334775,B4=1
timestamp=3.335647,22=1
timestamp=3.335871,23=1
timestamp=3.340121,B0=1
timestamp=3.340369,224=1
timestamp=3.340577,B2=1
timestamp=3.340828,3B2=1
timestamp=3.346085,20=1
timestamp=3.346357,B4=1
timestamp=3.346906,2D0=1
timestamp=3.347142,25=1
timestamp=3.347684,22=1
timestamp=3.347908,23=1
timestamp=3.352252,B0=1
timestamp=3.352478,B2=1
timestamp=3.353590,5D7=1
timestamp=3.355082,2C1=1
timestamp=3.355318,2C4=1
timestamp=3.358244,20=1
timestamp=3.358488,223=1
timestamp=3.358736,B4=1
timestamp=3.359006,25=1
timestamp=3.359836,22=1
timestamp=3.360059,23=1
timestamp=3.362248,2C6=1
timestamp=3.364332,B0=1
timestamp=3.364583,224=1
timestamp=3.364791,B2=1
timestamp=3.365313,340=1
timestamp=3.370294,20=1
timestamp=3.370535,420=1
timestamp=3.370783,B4=1
timestamp=3.371015,25=1
timestamp=3.371887,22=1
timestamp=3.372109,23=1
timestamp=3.376399,B0=1
timestamp=3.376549,320=1
timestamp=3.376757,B2=1
timestamp=3.378639,2D0=1
timestamp=3.378875,2C4=1
timestamp=3.382425,20=1
timestamp=3.382669,223=1
timestamp=3.382917,B4=1
timestamp=3.383150,25=1
timestamp=3.384018,22=1
timestamp=3.384240,23=1
timestamp=3.386810,2C1=1
timestamp=3.388502,B0=1
timestamp=3.388750,224=1
timestamp=3.388958,B2=1
timestamp=3.394002,2C6=1
timestamp=3.394472,20=1
timestamp=3.394740,B4=1
timestamp=3.395018,25=1
timestamp=3.396072,22=1
timestamp=3.396294,23=1
timestamp=3.400556,B0=1
timestamp=3.400782,B2=1
timestamp=3.402184,2C4=1
timestamp=3.406556,20=1
timestamp=3.406800,223=1
timestamp=3.407032,25=1
timestamp=3.407280,B4=1
timestamp=3.408146,22=1
timestamp=3.408368,23=1
timestamp=3.410390,2D0=1
timestamp=3.412640,B0=1
timestamp=3.412888,224=1
timestamp=3.413097,B2=1
timestamp=3.413423,340=1
timestamp=3.418563,2C1=1
timestamp=3.418719,20=1
timestamp=3.418987,B4=1
timestamp=3.419219,25=1
timestamp=3.420319,22=1
timestamp=3.420541,23=1
timestamp=3.424685,B0=1
timestamp=3.424835,320=1
timestamp=3.425043,B2=1
timestamp=3.425727,2C4=1
timestamp=3.425972,2C6=1
timestamp=3.430701,20=1
timestamp=3.430945,223=1
timestamp=3.431194,B4=1
timestamp=3.431426,25=1
timestamp=3.432292,22=1
timestamp=3.432516,23=1
timestamp=3.436764,B0=1
timestamp=3.437012,224=1
timestamp=3.437220,B2=1
timestamp=3.442118,2D0=1
timestamp=3.442736,20=1
timestamp=3.443004,B4=1
timestamp=3.443236,25=1
timestamp=3.444332,22=1
timestamp=3.444556,23=1
timestamp=3.448866,B0=1
timestamp=3.449092,B2=1
timestamp=3.449332,2C4=1
timestamp=3.450290,2C1=1
timestamp=3.454832,20=1
timestamp=3.455076,223=1
timestamp=3.455324,B4=1
timestamp=3.455556,25=1
timestamp=3.456422,22=1
timestamp=3.456645,23=1
timestamp=3.457495,2C6=1
timestamp=3.460904,B0=1
timestamp=3.461153,224=1
timestamp=3.461361,B2=1
timestamp=3.461585,340=1
timestamp=3.462489,526=1
timestamp=3.466865,20=1
timestamp=3.467133,B4=1
timestamp=3.467365,25=1
timestamp=3.468469,22=1
timestamp=3.468693,23=1
timestamp=3.472821,2C4=1
timestamp=3.473031,B0=1
timestamp=3.473182,320=1
timestamp=3.473390,B2=1
timestamp=3.473868,2D0=1
timestamp=3.478921,20=1
timestamp=3.479166,223=1
timestamp=3.479398,25=1
timestamp=3.479646,B4=1
timestamp=3.480512,22=1
timestamp=3.480734,23=1
timestamp=3.482044,2C1=1
timestamp=3.485018,B0=1
timestamp=3.485266,224=1
timestamp=3.485474,B2=1
timestamp=3.485909,4C6=1
timestamp=3.489210,2C6=1
timestamp=3.490990,20=1
timestamp=3.491259,B4=1
timestamp=3.491491,25=1
timestamp=3.492589,22=1
timestamp=3.492811,23=1
timestamp=3.496383,2C4=1
timestamp=3.497097,B0=1
timestamp=3.497325,B2=1
timestamp=3.498097,57F=1
timestamp=3.503048,20=1
timestamp=3.503293,223=1
timestamp=3.503525,25=1
timestamp=3.503773,B4=1
timestamp=3.504645,22=1
timestamp=3.504869,23=1
timestamp=3.505607,2D0=1
